0x75	u
0xd3	11010011
0x43	01000011
0x03	00000011
0x43	01000011
0xc3	11000011
0x75	u
0x74	t
0xc3	11000011
0xc3	11000011
0x83	10000011
0x03	00000011
0x74	t
0x64	d
0x01	00000001
0x03	00000011
0x43	01000011
0xc3	11000011
0x43	01000011
0x64	d
0x64	d
0x01	00000001
0x43	01000011
0x43	01000011
0xc3	11000011
0x43	01000011
0x64	d
0x64	d
0x00	00000000
0x43	01000011
0x03	00000011
0x83	10000011
0x03	00000011
0x64	d
0x64	d
0x00	00000000
0x03	00000011
0x03	00000011
0x83	10000011
0x03	00000011
0x64	d
0x64	d
0x00	00000000
0x03	00000011
0x03	00000011
0x83	10000011
0x03	00000011
0x64	d
0x64	d
0x00	00000000
0x03	00000011
0x03	00000011
0x83	10000011
0x03	00000011
0x64	d
0x64	d
0x01	00000001
0x03	00000011
0x43	01000011
0xc3	11000011
0x43	01000011
0x64	d
0x64	d
0x00	00000000
0x43	01000011
0x03	00000011
0x83	10000011
0x03	00000011
0x64	d
0x44	D
0x61	a
0x03	00000011
0x90	10010000
0xc0	11000000
0xc3	11000011
0xc3	11000011
0xc3	11000011
0xc3	11000011
0x43	01000011
0xd0	11010000
0xd0	11010000
0x61	a
0x46	F
0x75	u
0xf3	11110011
0x43	01000011
0x03	00000011
0x43	01000011
0xc3	11000011
0x75	u
0x75	u
0xd3	11010011
0x43	01000011
0x03	00000011
0x43	01000011
0xc3	11000011
0x75	u
0x74	t
0xc3	11000011
0xc3	11000011
0x83	10000011
0x03	00000011
0x74	t
0x64	d
0x01	00000001
0x03	00000011
0x43	01000011
0xc3	11000011
0x43	01000011
0x64	d
0x64	d
0x01	00000001
0x43	01000011
0x43	01000011
0xc3	11000011
0x43	01000011
0x64	d
0x64	d
0x01	00000001
0x43	01000011
0x43	01000011
0xc3	11000011
0x43	01000011
0x64	d
0x64	d
0x00	00000000
0x43	01000011
0x03	00000011
0x83	10000011
0x03	00000011
0x64	d
0x64	d
0x01	00000001
0x03	00000011
0x43	01000011
0xc3	11000011
0x43	01000011
0x64	d
0x64	d
0x01	00000001
0x43	01000011
0x43	01000011
0xc3	11000011
0x43	01000011
0x64	d
0x64	d
0x00	00000000
0x43	01000011
0x03	00000011
0x83	10000011
0x03	00000011
0x64	d
0x64	d
0x00	00000000
0x03	00000011
0x03	00000011
0x83	10000011
0x03	00000011
0x64	d
0x44	D
0x61	a
0x03	00000011
0x90	10010000
0xc0	11000000
0x83	10000011
0x83	10000011
0x83	10000011
0x83	10000011
0x43	01000011
0xd0	11010000
0xd0	11010000
0x61	a
0x53	S
0x75	u
0xf3	11110011
0x63	01100011
0x03	00000011
0x43	01000011
0xc3	11000011
0x75	u
0x45	E
0x45	E
0x45	E
0x45	E
